금융회사명,상품명,가입방법,만기이자,우대조건,가입대상,금리유형,적립유형,저축기간(개월),기본금리(%),최고우대금리(%),금융권
동양저축은행,정기적금,영업점,"1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,자유적립식,24,2.0,2.0,2금융권
동양저축은행,정기적금,영업점,"1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,24,3.0,3.0,2금융권
동양저축은행,정기적금,영업점,"1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,24,2.9,2.9,2금융권
동양저축은행,정기적금,영업점,"1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,36,3.9,3.9,2금융권
동양저축은행,정기적금,영업점,"1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,36,3.3,3.3,2금융권
동양저축은행,정기적금,영업점,"1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,자유적립식,36,2.0,2.0,2금융권
동양저축은행,정기적금,영업점,"1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,36,3.0,3.0,2금융권
동양저축은행,정기적금,영업점,"1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,36,2.9,2.9,2금융권
동양저축은행,"정기적금(비대면,인터넷뱅킹,스마트폰뱅킹)","인터넷,스마트폰","1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,6,2.6,2.6,2금융권
동양저축은행,"정기적금(비대면,인터넷뱅킹,스마트폰뱅킹)","인터넷,스마트폰","1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,6,2.7,2.7,2금융권
동양저축은행,"정기적금(비대면,인터넷뱅킹,스마트폰뱅킹)","인터넷,스마트폰","1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,자유적립식,6,1.7,1.7,2금융권
동양저축은행,"정기적금(비대면,인터넷뱅킹,스마트폰뱅킹)","인터넷,스마트폰","1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,6,2.1,2.1,2금융권
동양저축은행,"정기적금(비대면,인터넷뱅킹,스마트폰뱅킹)","인터넷,스마트폰","1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,복리,정액적립식,6,2.5,2.5,2금융권
동양저축은행,"정기적금(비대면,인터넷뱅킹,스마트폰뱅킹)","인터넷,스마트폰","1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,12,3.7,3.7,2금융권
동양저축은행,"정기적금(비대면,인터넷뱅킹,스마트폰뱅킹)","인터넷,스마트폰","1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,12,3.1,3.1,2금융권
동양저축은행,"정기적금(비대면,인터넷뱅킹,스마트폰뱅킹)","인터넷,스마트폰","1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,자유적립식,12,1.9,1.9,2금융권
동양저축은행,"정기적금(비대면,인터넷뱅킹,스마트폰뱅킹)","인터넷,스마트폰","1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,12,4.0,4.0,2금융권
동양저축은행,"정기적금(비대면,인터넷뱅킹,스마트폰뱅킹)","인터넷,스마트폰","1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,복리,정액적립식,12,3.8,3.8,2금융권
동양저축은행,"정기적금(비대면,인터넷뱅킹,스마트폰뱅킹)","인터넷,스마트폰","1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,24,3.8,3.8,2금융권
동양저축은행,"정기적금(비대면,인터넷뱅킹,스마트폰뱅킹)","인터넷,스마트폰","1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,24,2.6,2.6,2금융권
동양저축은행,"정기적금(비대면,인터넷뱅킹,스마트폰뱅킹)","인터넷,스마트폰","1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,자유적립식,24,2.0,2.0,2금융권
동양저축은행,"정기적금(비대면,인터넷뱅킹,스마트폰뱅킹)","인터넷,스마트폰","1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,24,4.0,4.0,2금융권
동양저축은행,"정기적금(비대면,인터넷뱅킹,스마트폰뱅킹)","인터넷,스마트폰","1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,복리,정액적립식,24,3.6,3.6,2금융권
동양저축은행,"정기적금(비대면,인터넷뱅킹,스마트폰뱅킹)","인터넷,스마트폰","1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,36,3.9,3.9,2금융권
동양저축은행,"정기적금(비대면,인터넷뱅킹,스마트폰뱅킹)","인터넷,스마트폰","1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,36,2.1,2.1,2금융권
동양저축은행,"정기적금(비대면,인터넷뱅킹,스마트폰뱅킹)","인터넷,스마트폰","1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,자유적립식,36,2.0,2.0,2금융권
동양저축은행,"정기적금(비대면,인터넷뱅킹,스마트폰뱅킹)","인터넷,스마트폰","1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,36,3.6,3.6,2금융권
동양저축은행,"정기적금(비대면,인터넷뱅킹,스마트폰뱅킹)","인터넷,스마트폰","1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,복리,정액적립식,36,3.3,3.3,2금융권
동원제일저축은행,정기적금,영업점,-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,복리,정액적립식,6,3.0,3.0,2금융권
동원제일저축은행,정기적금,영업점,-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,복리,정액적립식,12,3.8,3.8,2금융권
동원제일저축은행,정기적금,영업점,-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,단리,정액적립식,12,3.6,3.6,2금융권
동원제일저축은행,정기적금,영업점,-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,복리,정액적립식,12,3.0,3.2,2금융권
동원제일저축은행,정기적금,영업점,-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,복리,정액적립식,24,3.8,3.8,2금융권
동원제일저축은행,정기적금,영업점,-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,단리,정액적립식,24,3.4,3.4,2금융권
동원제일저축은행,정기적금,영업점,-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,복리,정액적립식,24,3.1,3.3,2금융권
동원제일저축은행,정기적금,영업점,-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,복리,정액적립식,36,3.8,3.8,2금융권
동원제일저축은행,정기적금,영업점,-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,단리,정액적립식,36,3.4,3.4,2금융권
동원제일저축은행,정기적금,영업점,-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,복리,정액적립식,36,3.2,3.4,2금융권
동원제일저축은행,정기적금(비대면),"인터넷,스마트폰",-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,복리,정액적립식,6,3.0,3.0,2금융권
동원제일저축은행,정기적금(비대면),"인터넷,스마트폰",-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,복리,정액적립식,12,3.8,3.8,2금융권
동원제일저축은행,정기적금(비대면),"인터넷,스마트폰",-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,단리,정액적립식,12,3.7,3.7,2금융권
동원제일저축은행,정기적금(비대면),"인터넷,스마트폰",-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,단리,정액적립식,12,3.1,3.2,2금융권
동원제일저축은행,정기적금(비대면),"인터넷,스마트폰",-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,복리,정액적립식,24,3.8,3.8,2금융권
동원제일저축은행,정기적금(비대면),"인터넷,스마트폰",-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,단리,정액적립식,24,3.5,3.5,2금융권
동원제일저축은행,정기적금(비대면),"인터넷,스마트폰",-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,단리,정액적립식,24,3.2,3.3,2금융권
동원제일저축은행,정기적금(비대면),"인터넷,스마트폰",-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,복리,정액적립식,36,3.8,3.8,2금융권
동원제일저축은행,정기적금(비대면),"인터넷,스마트폰",-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,단리,정액적립식,36,3.5,3.5,2금융권
동원제일저축은행,정기적금(비대면),"인터넷,스마트폰",-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,단리,정액적립식,36,3.3,3.4,2금융권
